POPGROUP.id,POPGROUP.display-label,GEO.id,GEO.id2,GEO.display-label,VD02,VD03,VD04,VD05
1,Total population,0500000US17085,17085,"Jo Daviess County, Illinois",20631,26668,15440,11228
1,Total population,0500000US17087,17087,"Johnson County, Illinois",21081,21926,15813,6113
1,Total population,0500000US17089,17089,"Kane County, Illinois",28143,36947,21107,15840
1,Total population,0500000US17091,17091,"Kankakee County, Illinois",23596,31248,18050,13198
1,Total population,0500000US17093,17093,"Kendall County, Illinois",31627,42962,21698,21264
1,Total population,0500000US17095,17095,"Knox County, Illinois",19495,25403,14475,10928
1,Total population,0500000US17097,17097,"Lake County, Illinois",30998,40415,23636,16779
1,Total population,0500000US17099,17099,"La Salle County, Illinois",22351,32036,15264,16772
1,Total population,0500000US17101,17101,"Lawrence County, Illinois",17182,23115,12809,10306
1,Total population,0500000US17103,17103,"Lee County, Illinois",22056,29630,15994,13636
1,Total population,0500000US17105,17105,"Livingston County, Illinois",21847,29656,15356,14300
1,Total population,0500000US17107,17107,"Logan County, Illinois",20278,24807,15551,9256
1,Total population,0500000US17109,17109,"McDonough County, Illinois",11446,15984,9114,6870
1,Total population,0500000US17111,17111,"McHenry County, Illinois",31541,43007,21333,21674
1,Total population,0500000US17113,17113,"McLean County, Illinois",21692,29474,16522,12952
1,Total population,0500000US17115,17115,"Macon County, Illinois",21954,32038,15718,16320
1,Total population,0500000US17117,17117,"Macoupin County, Illinois",20902,28068,14588,13480
1,Total population,0500000US17119,17119,"Madison County, Illinois",23968,31923,17351,14572
1,Total population,0500000US17121,17121,"Marion County, Illinois",20616,26753,15302,11451
1,Total population,0500000US17123,17123,"Marshall County, Illinois",21089,29296,14195,15101
1,Total population,0500000US17125,17125,"Mason County, Illinois",20987,27639,12877,14762
1,Total population,0500000US17127,17127,"Massac County, Illinois",18758,26842,13449,13393
1,Total population,0500000US17129,17129,"Menard County, Illinois",25297,30291,20012,10279
1,Total population,0500000US17131,17131,"Mercer County, Illinois",20985,27239,15468,11771
1,Total population,0500000US17133,17133,"Monroe County, Illinois",28257,36306,21801,14505
1,Total population,0500000US17135,17135,"Montgomery County, Illinois",19624,23359,14218,9141
1,Total population,0500000US17137,17137,"Morgan County, Illinois",19889,22891,15614,7277
1,Total population,0500000US17139,17139,"Moultrie County, Illinois",21786,30143,15908,14235
1,Total population,0500000US17141,17141,"Ogle County, Illinois",24750,33432,16939,16493
1,Total population,0500000US17143,17143,"Peoria County, Illinois",22081,30870,16798,14072
1,Total population,0500000US17145,17145,"Perry County, Illinois",19534,22383,13532,8851
1,Total population,0500000US17147,17147,"Piatt County, Illinois",23218,31542,17012,14530
1,Total population,0500000US17149,17149,"Pike County, Illinois",17492,23328,13005,10323
1,Total population,0500000US17151,17151,"Pope County, Illinois",17167,25758,12637,13121
1,Total population,0500000US17153,17153,"Pulaski County, Illinois",17052,23205,12348,10857
1,Total population,0500000US17155,17155,"Putnam County, Illinois",23696,33307,15399,17908
1,Total population,0500000US17157,17157,"Randolph County, Illinois",20683,23678,14937,8741
1,Total population,0500000US17159,17159,"Richland County, Illinois",18060,23442,13926,9516
1,Total population,0500000US17161,17161,"Rock Island County, Illinois",21343,27561,16429,11132
1,Total population,0500000US17163,17163,"St. Clair County, Illinois",23073,30012,17921,12091
1,Total population,0500000US17165,17165,"Saline County, Illinois",17539,25594,12647,12947
1,Total population,0500000US17167,17167,"Sangamon County, Illinois",25797,31290,21308,9982
1,Total population,0500000US17169,17169,"Schuyler County, Illinois",19946,24049,15690,8359
1,Total population,0500000US17171,17171,"Scott County, Illinois",19626,24554,16130,8424
1,Total population,0500000US17173,17173,"Shelby County, Illinois",20726,27476,13873,13603
1,Total population,0500000US17175,17175,"Stark County, Illinois",21101,25502,16161,9341
1,Total population,0500000US17177,17177,"Stephenson County, Illinois",22484,29586,17841,11745
1,Total population,0500000US17179,17179,"Tazewell County, Illinois",24186,33038,16932,16106
1,Total population,0500000US17181,17181,"Union County, Illinois",19004,22349,15396,6953
1,Total population,0500000US17183,17183,"Vermilion County, Illinois",21049,26561,15905,10656
1,Total population,0500000US17185,17185,"Wabash County, Illinois",17678,26176,12072,14104
1,Total population,0500000US17187,17187,"Warren County, Illinois",18592,24550,13700,10850
1,Total population,0500000US17189,17189,"Washington County, Illinois",22121,28130,16757,11373
1,Total population,0500000US17191,17191,"Wayne County, Illinois",20012,24176,15152,9024
1,Total population,0500000US17193,17193,"White County, Illinois",16924,24792,11732,13060
1,Total population,0500000US17195,17195,"Whiteside County, Illinois",21406,29628,15428,14200
1,Total population,0500000US17197,17197,"Will County, Illinois",31319,41855,22279,19576
1,Total population,0500000US17199,17199,"Williamson County, Illinois",19380,25869,14252,11617
1,Total population,0500000US17201,17201,"Winnebago County, Illinois",25145,32587,18673,13914
1,Total population,0500000US17203,17203,"Woodford County, Illinois",24759,34791,16083,18708
1,Total population,0500000US18001,18001,"Adams County, Indiana",22511,28588,16205,12383
1,Total population,0500000US18003,18003,"Allen County, Indiana",24331,31479,18627,12852
1,Total population,0500000US18005,18005,"Bartholomew County, Indiana",24695,31784,17422,14362
1,Total population,0500000US18007,18007,"Benton County, Indiana",22012,27520,16999,10521
1,Total population,0500000US18009,18009,"Blackford County, Indiana",21015,26207,16268,9939
1,Total population,0500000US18011,18011,"Boone County, Indiana",28186,36309,21568,14741
1,Total population,0500000US18013,18013,"Brown County, Indiana",23858,30726,18256,12470
1,Total population,0500000US18015,18015,"Carroll County, Indiana",22308,30057,15537,14520
1,Total population,0500000US18017,18017,"Cass County, Indiana",21768,27479,16346,11133
1,Total population,0500000US18019,18019,"Clark County, Indiana",22865,28539,18813,9726
1,Total population,0500000US18021,18021,"Clay County, Indiana",21527,27812,15531,12281
1,Total population,0500000US18023,18023,"Clinton County, Indiana",24225,30784,18636,12148
1,Total population,0500000US18025,18025,"Crawford County, Indiana",20586,26652,15160,11492
1,Total population,0500000US18027,18027,"Daviess County, Indiana",20082,26217,13822,12395
1,Total population,0500000US18029,18029,"Dearborn County, Indiana",26219,34004,18903,15101
1,Total population,0500000US18031,18031,"Decatur County, Indiana",23711,29001,17956,11045
1,Total population,0500000US18033,18033,"DeKalb County, Indiana",24632,31997,17625,14372
1,Total population,0500000US18035,18035,"Delaware County, Indiana",18608,25894,13064,12830
1,Total population,0500000US18037,18037,"Dubois County, Indiana",24738,29854,19776,10078
1,Total population,0500000US18039,18039,"Elkhart County, Indiana",23685,30857,18065,12792
1,Total population,0500000US18041,18041,"Fayette County, Indiana",22387,29145,16120,13025
1,Total population,0500000US18043,18043,"Floyd County, Indiana",24621,31048,19385,11663
1,Total population,0500000US18045,18045,"Fountain County, Indiana",23484,30451,15813,14638
1,Total population,0500000US18047,18047,"Franklin County, Indiana",23835,30294,16728,13566
1,Total population,0500000US18049,18049,"Fulton County, Indiana",21508,27679,16717,10962
1,Total population,0500000US18051,18051,"Gibson County, Indiana",21242,28628,15368,13260
1,Total population,0500000US18053,18053,"Grant County, Indiana",20310,26378,15200,11178
1,Total population,0500000US18055,18055,"Greene County, Indiana",21022,27300,14578,12722
1,Total population,0500000US18057,18057,"Hamilton County, Indiana",35741,49176,25205,23971
1,Total population,0500000US18059,18059,"Hancock County, Indiana",28988,37779,22133,15646
1,Total population,0500000US18061,18061,"Harrison County, Indiana",23798,30082,17313,12769
1,Total population,0500000US18063,18063,"Hendricks County, Indiana",30371,38780,22212,16568
1,Total population,0500000US18065,18065,"Henry County, Indiana",22285,31201,15696,15505
1,Total population,0500000US18067,18067,"Howard County, Indiana",25415,35480,18088,17392
1,Total population,0500000US18069,18069,"Huntington County, Indiana",22018,30007,16384,13623
1,Total population,0500000US18071,18071,"Jackson County, Indiana",22303,27647,17264,10383
1,Total population,0500000US18073,18073,"Jasper County, Indiana",22324,31441,12967,18474
1,Total population,0500000US18075,18075,"Jay County, Indiana",21034,26882,15854,11028
1,Total population,0500000US18077,18077,"Jefferson County, Indiana",20841,25890,16484,9406
1,Total population,0500000US18079,18079,"Jennings County, Indiana",21158,26453,16440,10013
1,Total population,0500000US18081,18081,"Johnson County, Indiana",28016,36433,20759,15674
1,Total population,0500000US18083,18083,"Knox County, Indiana",17182,21664,14019,7645
1,Total population,0500000US18085,18085,"Kosciusko County, Indiana",23997,31239,17009,14230
1,Total population,0500000US18087,18087,"LaGrange County, Indiana",23828,30731,15204,15527
1,Total population,0500000US18089,18089,"Lake County, Indiana",24577,34268,17332,16936
1,Total population,0500000US18091,18091,"LaPorte County, Indiana",23502,30615,17376,13239
1,Total population,0500000US18093,18093,"Lawrence County, Indiana",21450,29075,16024,13051
1,Total population,0500000US18095,18095,"Madison County, Indiana",22683,29848,17534,12314
1,Total population,0500000US18097,18097,"Marion County, Indiana",25182,30194,21092,9102
1,Total population,0500000US18099,18099,"Marshall County, Indiana",22657,29977,16224,13753
1,Total population,0500000US18101,18101,"Martin County, Indiana",21286,26290,16035,10255
1,Total population,0500000US18103,18103,"Miami County, Indiana",21420,28531,15717,12814
1,Total population,0500000US18105,18105,"Monroe County, Indiana",14105,17315,11321,5994
1,Total population,0500000US18107,18107,"Montgomery County, Indiana",22338,30305,17340,12965
1,Total population,0500000US18109,18109,"Morgan County, Indiana",26646,34179,20098,14081
1,Total population,0500000US18111,18111,"Newton County, Indiana",21261,30427,14792,15635
1,Total population,0500000US18113,18113,"Noble County, Indiana",24365,30602,18553,12049
1,Total population,0500000US18115,18115,"Ohio County, Indiana",23454,30977,16532,14445
1,Total population,0500000US18117,18117,"Orange County, Indiana",20517,25084,15402,9682
1,Total population,0500000US18119,18119,"Owen County, Indiana",21308,26483,16973,9510
1,Total population,0500000US18121,18121,"Parke County, Indiana",20409,27065,14527,12538
1,Total population,0500000US18123,18123,"Perry County, Indiana",21466,26968,16294,10674
1,Total population,0500000US18125,18125,"Pike County, Indiana",20946,27408,13957,13451
1,Total population,0500000US18127,18127,"Porter County, Indiana",26811,40872,16605,24267
1,Total population,0500000US18129,18129,"Posey County, Indiana",24620,32404,16716,15688
1,Total population,0500000US18131,18131,"Pulaski County, Indiana",21172,26659,14474,12185
1,Total population,0500000US18133,18133,"Putnam County, Indiana",20437,25870,15399,10471
1,Total population,0500000US18135,18135,"Randolph County, Indiana",20535,26743,14320,12423
1,Total population,0500000US18137,18137,"Ripley County, Indiana",23132,30287,16991,13296
1,Total population,0500000US18139,18139,"Rush County, Indiana",22334,30198,15614,14584
1,Total population,0500000US18141,18141,"St. Joseph County, Indiana",22105,29966,16840,13126
1,Total population,0500000US18143,18143,"Scott County, Indiana",21687,26932,16184,10748
1,Total population,0500000US18145,18145,"Shelby County, Indiana",25344,31593,18880,12713
1,Total population,0500000US18147,18147,"Spencer County, Indiana",22833,30942,16885,14057
1,Total population,0500000US18149,18149,"Starke County, Indiana",21490,29032,14697,14335
1,Total population,0500000US18151,18151,"Steuben County, Indiana",22563,28464,17807,10657
1,Total population,0500000US18153,18153,"Sullivan County, Indiana",18992,23708,13919,9789
1,Total population,0500000US18155,18155,"Switzerland County, Indiana",21024,25172,16314,8858
1,Total population,0500000US18157,18157,"Tippecanoe County, Indiana",16684,21163,12743,8420
1,Total population,0500000US18159,18159,"Tipton County, Indiana",25907,36102,17983,18119
1,Total population,0500000US18161,18161,"Union County, Indiana",21267,28130,15334,12796
1,Total population,0500000US18163,18163,"Vanderburgh County, Indiana",21000,27179,16566,10613
1,Total population,0500000US18165,18165,"Vermillion County, Indiana",21490,27701,15135,12566
1,Total population,0500000US18167,18167,"Vigo County, Indiana",18347,23128,14159,8969
1,Total population,0500000US18169,18169,"Wabash County, Indiana",21255,29280,15347,13933
1,Total population,0500000US18171,18171,"Warren County, Indiana",22252,30805,15991,14814
1,Total population,0500000US18173,18173,"Warrick County, Indiana",25037,33907,17287,16620
1,Total population,0500000US18175,18175,"Washington County, Indiana",21710,26424,17521,8903
1,Total population,0500000US18177,18177,"Wayne County, Indiana",20539,26557,15683,10874
1,Total population,0500000US18179,18179,"Wells County, Indiana",22747,30632,17214,13418
1,Total population,0500000US18181,18181,"White County, Indiana",22093,29084,16201,12883
1,Total population,0500000US18183,18183,"Whitley County, Indiana",24040,31882,18191,13691
1,Total population,0500000US19001,19001,"Adair County, Iowa",20719,25294,15915,9379
1,Total population,0500000US19003,19003,"Adams County, Iowa",19375,22262,15935,6327
1,Total population,0500000US19005,19005,"Allamakee County, Iowa",17593,21797,14389,7408
1,Total population,0500000US19007,19007,"Appanoose County, Iowa",18846,22681,15282,7399
1,Total population,0500000US19009,19009,"Audubon County, Iowa",17439,24107,12895,11212
1,Total population,0500000US19011,19011,"Benton County, Iowa",23387,29649,18002,11647
1,Total population,0500000US19013,19013,"Black Hawk County, Iowa",18981,25005,14852,10153
1,Total population,0500000US19015,19015,"Boone County, Iowa",21884,27650,16707,10943
1,Total population,0500000US19017,19017,"Bremer County, Iowa",20278,26721,15024,11697
1,Total population,0500000US19019,19019,"Buchanan County, Iowa",20920,25453,15643,9810
1,Total population,0500000US19021,19021,"Buena Vista County, Iowa",17819,22016,12674,9342
1,Total population,0500000US19023,19023,"Butler County, Iowa",20495,26309,13807,12502
1,Total population,0500000US19025,19025,"Calhoun County, Iowa",18694,23661,14579,9082
1,Total population,0500000US19027,19027,"Carroll County, Iowa",20391,25434,15474,9960
1,Total population,0500000US19029,19029,"Cass County, Iowa",19046,25598,13963,11635
1,Total population,0500000US19031,19031,"Cedar County, Iowa",22059,27523,17871,9652
1,Total population,0500000US19033,19033,"Cerro Gordo County, Iowa",20298,25499,15912,9587
1,Total population,0500000US19035,19035,"Cherokee County, Iowa",19769,24279,15330,8949
1,Total population,0500000US19037,19037,"Chickasaw County, Iowa",20871,25507,15644,9863
1,Total population,0500000US19039,19039,"Clarke County, Iowa",19525,25055,16478,8577
1,Total population,0500000US19041,19041,"Clay County, Iowa",20476,26035,14809,11226
1,Total population,0500000US19043,19043,"Clayton County, Iowa",18324,23552,14856,8696
1,Total population,0500000US19045,19045,"Clinton County, Iowa",20701,27909,14951,12958
1,Total population,0500000US19047,19047,"Crawford County, Iowa",18254,23178,13828,9350
1,Total population,0500000US19049,19049,"Dallas County, Iowa",26091,31005,21795,9210
1,Total population,0500000US19051,19051,"Davis County, Iowa",19925,22804,15630,7174
1,Total population,0500000US19053,19053,"Decatur County, Iowa",14108,18391,10747,7644
1,Total population,0500000US19055,19055,"Delaware County, Iowa",19813,25571,14766,10805
1,Total population,0500000US19057,19057,"Des Moines County, Iowa",21166,28461,15027,13434
1,Total population,0500000US19059,19059,"Dickinson County, Iowa",20841,26199,16147,10052
1,Total population,0500000US19061,19061,"Dubuque County, Iowa",20827,26901,16092,10809
1,Total population,0500000US19063,19063,"Emmet County, Iowa",19427,24338,14742,9596
1,Total population,0500000US19065,19065,"Fayette County, Iowa",18992,23115,14860,8255
1,Total population,0500000US19067,19067,"Floyd County, Iowa",19891,25996,15033,10963
1,Total population,0500000US19069,19069,"Franklin County, Iowa",20779,25586,14279,11307
1,Total population,0500000US19071,19071,"Fremont County, Iowa",21696,25985,16687,9298
1,Total population,0500000US19073,19073,"Greene County, Iowa",20085,24667,15362,9305
1,Total population,0500000US19075,19075,"Grundy County, Iowa",21110,28665,14686,13979
1,Total population,0500000US19077,19077,"Guthrie County, Iowa",21197,26688,15326,11362
1,Total population,0500000US19079,19079,"Hamilton County, Iowa",22138,26943,16637,10306
1,Total population,0500000US19081,19081,"Hancock County, Iowa",20935,26430,16016,10414
1,Total population,0500000US19083,19083,"Hardin County, Iowa",19601,25595,14017,11578
1,Total population,0500000US19085,19085,"Harrison County, Iowa",21647,26567,16844,9723
1,Total population,0500000US19087,19087,"Henry County, Iowa",21597,27024,15725,11299
1,Total population,0500000US19089,19089,"Howard County, Iowa",20503,24952,14465,10487
1,Total population,0500000US19091,19091,"Humboldt County, Iowa",20955,26789,14877,11912
1,Total population,0500000US19093,19093,"Ida County, Iowa",19021,25358,13352,12006
1,Total population,0500000US19095,19095,"Iowa County, Iowa",23098,28169,18218,9951
1,Total population,0500000US19097,19097,"Jackson County, Iowa",19202,24304,14786,9518
1,Total population,0500000US19099,19099,"Jasper County, Iowa",23471,30161,17902,12259
1,Total population,0500000US19101,19101,"Jefferson County, Iowa",19423,24038,14531,9507
1,Total population,0500000US19103,19103,"Johnson County, Iowa",18938,22427,15836,6591
1,Total population,0500000US19105,19105,"Jones County, Iowa",20902,25679,15839,9840
1,Total population,0500000US19107,19107,"Keokuk County, Iowa",20964,25097,16005,9092
1,Total population,0500000US19109,19109,"Kossuth County, Iowa",18518,25115,13348,11767
1,Total population,0500000US19111,19111,"Lee County, Iowa",21073,27340,15646,11694
1,Total population,0500000US19113,19113,"Linn County, Iowa",24976,31629,19991,11638
1,Total population,0500000US19115,19115,"Louisa County, Iowa",21566,27056,16016,11040
1,Total population,0500000US19117,19117,"Lucas County, Iowa",18364,25223,12991,12232
1,Total population,0500000US19119,19119,"Lyon County, Iowa",19039,25128,14448,10680
1,Total population,0500000US19121,19121,"Madison County, Iowa",22405,26952,18237,8715
1,Total population,0500000US19123,19123,"Mahaska County, Iowa",22104,28754,15084,13670
1,Total population,0500000US19125,19125,"Marion County, Iowa",22373,30410,15058,15352
1,Total population,0500000US19127,19127,"Marshall County, Iowa",22011,27438,16677,10761
1,Total population,0500000US19129,19129,"Mills County, Iowa",22871,26885,19353,7532
1,Total population,0500000US19131,19131,"Mitchell County, Iowa",20053,25296,14611,10685
1,Total population,0500000US19133,19133,"Monona County, Iowa",19358,24688,13920,10768
1,Total population,0500000US19135,19135,"Monroe County, Iowa",20969,27841,16003,11838
1,Total population,0500000US19137,19137,"Montgomery County, Iowa",19846,23908,16060,7848
1,Total population,0500000US19139,19139,"Muscatine County, Iowa",22416,29704,16093,13611
1,Total population,0500000US19141,19141,"O'Brien County, Iowa",18648,25338,13117,12221
1,Total population,0500000US19143,19143,"Osceola County, Iowa",19822,25879,15335,10544
1,Total population,0500000US19145,19145,"Page County, Iowa",19540,25663,15286,10377
1,Total population,0500000US19147,19147,"Palo Alto County, Iowa",17580,24058,12370,11688
1,Total population,0500000US19149,19149,"Plymouth County, Iowa",21783,29005,16396,12609
1,Total population,0500000US19151,19151,"Pocahontas County, Iowa",20280,25265,12483,12782
1,Total population,0500000US19153,19153,"Polk County, Iowa",25686,30865,21618,9247
1,Total population,0500000US19155,19155,"Pottawattamie County, Iowa",22209,26883,18892,7991
1,Total population,0500000US19157,19157,"Poweshiek County, Iowa",19692,25918,15122,10796
1,Total population,0500000US19159,19159,"Ringgold County, Iowa",16822,20475,14023,6452
1,Total population,0500000US19161,19161,"Sac County, Iowa",17980,22265,13063,9202
1,Total population,0500000US19163,19163,"Scott County, Iowa",22374,30517,16972,13545
1,Total population,0500000US19165,19165,"Shelby County, Iowa",20060,25590,15481,10109
1,Total population,0500000US19167,19167,"Sioux County, Iowa",16385,25190,10727,14463
1,Total population,0500000US19169,19169,"Story County, Iowa",15768,19509,12429,7080
1,Total population,0500000US19171,19171,"Tama County, Iowa",21561,25939,16703,9236
1,Total population,0500000US19173,19173,"Taylor County, Iowa",18275,22863,13716,9147
1,Total population,0500000US19175,19175,"Union County, Iowa",19004,21843,15966,5877
1,Total population,0500000US19177,19177,"Van Buren County, Iowa",18940,22380,15432,6948
1,Total population,0500000US19179,19179,"Wapello County, Iowa",19567,25448,14662,10786
1,Total population,0500000US19181,19181,"Warren County, Iowa",25228,31114,20636,10478
1,Total population,0500000US19183,19183,"Washington County, Iowa",21261,25745,17121,8624
1,Total population,0500000US19185,19185,"Wayne County, Iowa",17232,22086,13841,8245
1,Total population,0500000US19187,19187,"Webster County, Iowa",20738,25649,15825,9824
1,Total population,0500000US19189,19189,"Winnebago County, Iowa",20966,26781,15861,10920
1,Total population,0500000US19191,19191,"Winneshiek County, Iowa",16546,22175,12413,9762
1,Total population,0500000US19193,19193,"Woodbury County, Iowa",21070,25826,17048,8778
1,Total population,0500000US19195,19195,"Worth County, Iowa",20263,25087,15605,9482
1,Total population,0500000US19197,19197,"Wright County, Iowa",20589,26064,15297,10767
1,Total population,0500000US20001,20001,"Allen County, Kansas",17990,23419,13797,9622
1,Total population,0500000US20003,20003,"Anderson County, Kansas",18534,24257,14497,9760
1,Total population,0500000US20005,20005,"Atchison County, Kansas",18545,23006,14976,8030
1,Total population,0500000US20007,20007,"Barber County, Kansas",18998,25229,13552,11677
1,Total population,0500000US20009,20009,"Barton County, Kansas",18549,23279,13656,9623
1,Total population,0500000US20011,20011,"Bourbon County, Kansas",19112,22699,15820,6879
1,Total population,0500000US20013,20013,"Brown County, Kansas",18320,22638,14492,8146
1,Total population,0500000US20015,20015,"Butler County, Kansas",24966,31926,17818,14108
1,Total population,0500000US20017,20017,"Chase County, Kansas",18992,22261,14758,7503
1,Total population,0500000US20019,20019,"Chautauqua County, Kansas",16460,21014,12033,8981
1,Total population,0500000US20021,20021,"Cherokee County, Kansas",19292,24821,13792,11029
1,Total population,0500000US20023,20023,"Cheyenne County, Kansas",16935,21151,12664,8487
1,Total population,0500000US20025,20025,"Clark County, Kansas",18339,23750,12530,11220
1,Total population,0500000US20027,20027,"Clay County, Kansas",19040,26173,11559,14614
1,Total population,0500000US20029,20029,"Cloud County, Kansas",17226,22341,12410,9931
1,Total population,0500000US20031,20031,"Coffey County, Kansas",20459,27177,14921,12256
1,Total population,0500000US20033,20033,"Comanche County, Kansas",16461,21513,12407,9106
1,Total population,0500000US20035,20035,"Cowley County, Kansas",20300,25909,14452,11457
1,Total population,0500000US20037,20037,"Crawford County, Kansas",16689,21205,13389,7816
1,Total population,0500000US20039,20039,"Decatur County, Kansas",17371,21250,13007,8243
1,Total population,0500000US20041,20041,"Dickinson County, Kansas",19237,26571,12926,13645
1,Total population,0500000US20043,20043,"Doniphan County, Kansas",17459,23139,12366,10773
1,Total population,0500000US20045,20045,"Douglas County, Kansas",16400,20760,12437,8323
1,Total population,0500000US20047,20047,"Edwards County, Kansas",18220,23062,13421,9641
1,Total population,0500000US20049,20049,"Elk County, Kansas",16899,24565,12319,12246
1,Total population,0500000US20051,20051,"Ellis County, Kansas",16962,21613,12329,9284
1,Total population,0500000US20053,20053,"Ellsworth County, Kansas",18584,22556,14720,7836
1,Total population,0500000US20055,20055,"Finney County, Kansas",20509,24456,16272,8184
1,Total population,0500000US20057,20057,"Ford County, Kansas",20456,23941,16572,7369
1,Total population,0500000US20059,20059,"Franklin County, Kansas",21870,27526,16618,10908
1,Total population,0500000US20061,20061,"Geary County, Kansas",18719,22580,14221,8359
1,Total population,0500000US20063,20063,"Gove County, Kansas",18634,23513,13180,10333
1,Total population,0500000US20065,20065,"Graham County, Kansas",16687,22788,13254,9534
1,Total population,0500000US20067,20067,"Grant County, Kansas",21871,29339,13164,16175
1,Total population,0500000US20069,20069,"Gray County, Kansas",21429,27545,14508,13037
1,Total population,0500000US20071,20071,"Greeley County, Kansas",19599,24050,12593,11457
1,Total population,0500000US20073,20073,"Greenwood County, Kansas",17190,22420,12326,10094
1,Total population,0500000US20075,20075,"Hamilton County, Kansas",20102,24602,11611,12991
1,Total population,0500000US20077,20077,"Harper County, Kansas",17076,22237,13404,8833
1,Total population,0500000US20079,20079,"Harvey County, Kansas",21285,27829,16114,11715
1,Total population,0500000US20081,20081,"Haskell County, Kansas",22213,26711,14044,12667
1,Total population,0500000US20083,20083,"Hodgeman County, Kansas",18938,23266,13813,9453
1,Total population,0500000US20085,20085,"Jackson County, Kansas",21905,27415,18086,9329
1,Total population,0500000US20087,20087,"Jefferson County, Kansas",24237,30573,18467,12106
1,Total population,0500000US20089,20089,"Jewell County, Kansas",16054,21236,11277,9959
1,Total population,0500000US20091,20091,"Johnson County, Kansas",31270,40965,24672,16293
1,Total population,0500000US20093,20093,"Kearny County, Kansas",20694,26638,12960,13678
1,Total population,0500000US20095,20095,"Kingman County, Kansas",21864,26904,15487,11417
1,Total population,0500000US20097,20097,"Kiowa County, Kansas",18761,22564,13550,9014
1,Total population,0500000US20099,20099,"Labette County, Kansas",19309,22889,15591,7298
1,Total population,0500000US20101,20101,"Lane County, Kansas",19282,24426,12255,12171
1,Total population,0500000US20103,20103,"Leavenworth County, Kansas",24628,30187,18535,11652
1,Total population,0500000US20105,20105,"Lincoln County, Kansas",16830,20970,12137,8833
1,Total population,0500000US20107,20107,"Linn County, Kansas",20641,26492,15150,11342
1,Total population,0500000US20109,20109,"Logan County, Kansas",17323,23401,10360,13041
1,Total population,0500000US20111,20111,"Lyon County, Kansas",18642,22984,12737,10247
1,Total population,0500000US20113,20113,"McPherson County, Kansas",20495,28421,14425,13996
1,Total population,0500000US20115,20115,"Marion County, Kansas",18232,24138,12592,11546
1,Total population,0500000US20117,20117,"Marshall County, Kansas",17382,23277,12294,10983
1,Total population,0500000US20119,20119,"Meade County, Kansas",20634,26138,13598,12540
1,Total population,0500000US20121,20121,"Miami County, Kansas",25088,31391,19028,12363
1,Total population,0500000US20123,20123,"Mitchell County, Kansas",18527,22770,14321,8449
1,Total population,0500000US20125,20125,"Montgomery County, Kansas",18178,23637,14566,9071
1,Total population,0500000US20127,20127,"Morris County, Kansas",19634,23407,15820,7587
1,Total population,0500000US20129,20129,"Morton County, Kansas",19443,26652,13116,13536
1,Total population,0500000US20131,20131,"Nemaha County, Kansas",18042,24321,13084,11237
1,Total population,0500000US20133,20133,"Neosho County, Kansas",17338,22304,13758,8546
1,Total population,0500000US20135,20135,"Ness County, Kansas",18699,23851,13426,10425
1,Total population,0500000US20137,20137,"Norton County, Kansas",18477,21307,14462,6845
1,Total population,0500000US20139,20139,"Osage County, Kansas",21531,26408,16818,9590
1,Total population,0500000US20141,20141,"Osborne County, Kansas",17064,21359,12191,9168
1,Total population,0500000US20143,20143,"Ottawa County, Kansas",20910,26844,15658,11186
1,Total population,0500000US20145,20145,"Pawnee County, Kansas",20272,23472,16116,7356
1,Total population,0500000US20147,20147,"Phillips County, Kansas",18444,25688,12032,13656
1,Total population,0500000US20149,20149,"Pottawatomie County, Kansas",21784,26950,16227,10723
1,Total population,0500000US20151,20151,"Pratt County, Kansas",18859,24466,13521,10945
1,Total population,0500000US20153,20153,"Rawlins County, Kansas",17855,21983,13300,8683
1,Total population,0500000US20155,20155,"Reno County, Kansas",20600,26320,15384,10936
1,Total population,0500000US20157,20157,"Republic County, Kansas",16505,20925,13647,7278
1,Total population,0500000US20159,20159,"Rice County, Kansas",15811,24961,10756,14205
1,Total population,0500000US20161,20161,"Riley County, Kansas",12739,15328,9648,5680
1,Total population,0500000US20163,20163,"Rooks County, Kansas",17565,23654,13458,10196
1,Total population,0500000US20165,20165,"Rush County, Kansas",18656,21639,15440,6199
1,Total population,0500000US20167,20167,"Russell County, Kansas",16842,20864,12127,8737
1,Total population,0500000US20169,20169,"Saline County, Kansas",20998,26283,16543,9740
1,Total population,0500000US20171,20171,"Scott County, Kansas",20689,26709,14000,12709
1,Total population,0500000US20173,20173,"Sedgwick County, Kansas",24890,31165,18984,12181
1,Total population,0500000US20175,20175,"Seward County, Kansas",20861,24100,16235,7865
1,Total population,0500000US20177,20177,"Shawnee County, Kansas",23686,28616,20256,8360
1,Total population,0500000US20179,20179,"Sheridan County, Kansas",16379,21758,11521,10237
1,Total population,0500000US20181,20181,"Sherman County, Kansas",17949,22183,12815,9368
1,Total population,0500000US20183,20183,"Smith County, Kansas",17177,21438,12436,9002
1,Total population,0500000US20185,20185,"Stafford County, Kansas",18581,23680,14057,9623
1,Total population,0500000US20187,20187,"Stanton County, Kansas",21406,26412,14375,12037
1,Total population,0500000US20189,20189,"Stevens County, Kansas",21756,29635,14132,15503
1,Total population,0500000US20191,20191,"Sumner County, Kansas",21777,29995,14829,15166
1,Total population,0500000US20193,20193,"Thomas County, Kansas",19698,26282,12840,13442
1,Total population,0500000US20195,20195,"Trego County, Kansas",17154,23750,12385,11365
